Serial No.,College Name,Info Data
593,M H Saboo Siddik College of Engineering - [MHSSCOE],"Mohammad Haji Sabo Siddik College of Engineering (MHSSCOE) is a well-known technical institute established in 1984 at Mumbai, Maharashtra. It is approved by AICTE and is affiliated to the University of Mumbai. The college offers Bachelor of Engineering programs across 7 specializations. Admission to the program is granted based on MHT-CET or JEE Mains score. Students under different branches of engineering get placed in reputed companies every year."
594,Aurangabad College of Engineering - [ACE],"Aurangabad College of Engineering (ACE) is a private engineering institute established in 2010. It is approved by AICTE and is affiliated to Babasaheb Bhimrao Ambedkar Marathwada University. Presently, it is running a Bachelor of technology program across five disciplines. The institute provides excellent technical education under highly qualified faculties."
595,Drs. Kiran and Pallavi Patel Global University,"Drs. Kiran and Pallavi Patel Global University (KPGU), Vadodara was established in 2004 and is approved by AICTE, PCI, NBA and UGC. The university offers various undergraduate, postgraduate and diploma courses in the disciplines of Engineering & Technology, Management, Science, Pharmacy, Nursing, and Ayurvedic Medicine. Admission to KGPU depends on the performance of the candidates in state/ national level entrance exams. Furthermore, the university has highly qualified and well experienced faculty members. As well as, the university has a dedicated Training and Placement Cell which provides 100% placement assistance to its students."
596,Cambridge Institute of Technology - [CIT],"Cambridge Institute of Technology was founded in the year 2001 at Tatisilwai, a place 16 km away from Ranchi, the capital of Jharkhand. The institute was started under the guidance of late Dr Bahadur Singh – A Social Reformer and Educationist and was promoted by the Cambridge Trust of India (Registered under Indian Trust Act). Cambridge Institute of Technology is affiliated to Ranchi University, Ranchi and Government of Jharkhand."
597,Coimbatore Institute of Engineering and Technology - [CIET],Coimbatore Institute of Engineering and Technology (CIET) was established in 2001 under the aegis of Kovai Kalaimagai Education trust. It is private self-financing engineering college affiliated to Anna University. CIET is approved by AICTE and accredited by NAAC with ‘A’ grade. It works with an aim to provide quality education with the best infrastructure. The institute offers seven undergraduate and seven postgraduate Engineering and Management courses.
598,College of Engineering Thalassery,"The College of Engineering Thalassery, established in 2000, is affiliated to APJ Abdul Kalam Technological University (KTU). It offers undergraduate and postgraduate programmes in engineering. The admission procedure is conducted via entrance tests as well as on the basis of merit. Placement opportunities are abundant, with many recruiters visiting the institution in order to hire eligible candidates. The college has Hostel, transportation, labs, seminar halls, and various other amenities."
599,D. Y. Patil College of Engineering,D. Y. Patil College of Engineering was established in the year 1984 and is affiliated to SavitriBai Phule Pune University. The College is recognized by DTE and approved by AICTE. It is also accredited Grade A by NAAC.
600,Dr. Sudhir Chandra Sur Institute of Technology & Sports Complex - [SURTECH],"Dr. Sudhir Chandra Sur Institute of Technology and Sports Complex (SURTECH), established in 2009, is one of the leading Engineering College in Kolkata as well as in Eastern India, located centrally in Dum Dum on a land area of 5.64 acres. The institute is ranked 5th best private college by India Today in 2023. It is affiliated to WBSCTVESD & MAKAUT and the only institute with its own sports complex in Kolkata. It is one of the flagship Institution under the aegis of JIS Group Educational Initiative. The Campus of the Institutions is green pollution-free exquisitely landscaped and its infrastructure includes Wi-Fi enabled Campus, Language labs, Sports ground, Hostels, etc."
601,East Point Group of Institutions - [EPGI],"East Point Group of Institutions (EPGI), Bangalore is a group of private institutions and is affiliated with Visvesvaraya Technological University.  The Institute was founded in 1997 and is managed by M.G Charitable Trust. East Point Group of Institutions ranked 40th in Top Private Engineering Institutes and 43rd in Top Engineering Institutes by Times of India, 2024."
602,GITA Autonomous College - [GITA College],"GITA Autonomous College, Bhubaneswar is ranked 1 among Private Engineering College in Odisha by Times of India and ranked 5 among Top Engineering College in India by Times Engineering Survey. The institute is a part of the famous Vidya Bharati Educational Trust. Accredited by National Assessment of Accreditation Council, GITA offers degree courses in the discipline of Engineering, Business Administration, Computer Application, etc."
603,Global Institute of Technology - [GIT],Global Institute of Technology (GIT) situated in Jaipur has ranked consistently among the top 5 Engineering colleges in Rajasthan and it was set up in the year 2002. The institute imparts the best education and knowledge in the field of Engineering & Technology. It is affiliated to Rajasthan Technical University.
604,Godavari Global University - [GGU],"Godavari Global University (formaly known as Godavari institute of Engineering and technology- GIET) is accredited by NAAC ‘A++' with 3.58/4 in the 3rd Cycle. GIET was established in the year 1998 and was confered with Godavari Global University status in the year 2024. However, GIET received many prestigious awards & recognitions from reputed agencies in India and abroad. It Ranked in the band 201-500 Engineering in NIRF ranking consecutively for 4 years since 2019. Furthermore, the University is recognized Under Sections 2(f) and 12(B) by UGC Act 1956."
605,Guru Nanak Dev Engineering College - [GNDEC],"Guru Nanak Dev Engineering College was founded in 1956 under the auspices of Nankana Sahib Education Trust (NSET), one of the most famous, earliest, and minority institutions in Northern India. Guru Nanak Dev Engineering College, a premier institution of higher learning, offers ME/M.Tech programs in the areas of engineering, IT & software, architecture & planning, and business & management studies. A curriculum centered on mechanical engineering, industrial engineering, production engineering, civil engineering, computer science engineering, electronics & communication engineering, information technology, VLSI design, power engineering, structural engineering, electrical engineering, environmental engineering, automobile engineering, mechanical engineering, and industrial engineering was established in the city of Punjab in 1956 to provide education and skills."
606,IFET College of Engineering - [IFET],"The IFET College of Engineering [IFET], founded in the year 1998, is a platinum category college located in Villupuram, Tamil Nadu. The NAAC accredited college is set up by eminent Industrialists, NRIs, and Indo French Educational Trust (IFET). The Autonomous College affiliated to Anna University offers both undergraduate and postgraduate courses in various disciplines. The College is also part of Cisco Networking Academy courses to enhance IT skills and promote career-building programs."
607,KMCT College of Engineering,"KMCT College of Engineering, established in 2001, is one of the most preferred engineering colleges in Kerala. It is affiliated to A.P.J Abdul Kalam Technological University and the University of Calicut. The College offers B.Tech at the Undergraduate level and M.Tech, MBA, MCA at the Postgraduate level. Admissions to the programs are purely based on entrance exams. The college has the right infrastructure and highly qualified faculty team to provide excellent technical education to its students."
608,KPR Institute of Engineering & Technology - [KPRIET],"KPR Institute of Engineering and Technology is an Autonomous Engineering Institution located in Arasur, Coimbatore. The Institution was established by KPR Charities in 2009 and is affiliated to Anna University, Chennai. The institute is accredited by NAAC and NBA. The institute has remarkable academic excellence and a significant placement record. The industry-driven Institution is certified by DSIR as the Scientific and Industrial Research Organization. KPRIET Coimbatore offers 8 UG Programs, 4 PG Programs and 6 Ph.D. Programs. The institution also provides hands-on training on life skills through Liberal Arts courses and Foreign Language courses."
609,Kathir College of Engineering,"Kathir College of Engineering was set up in the year 2008 at Coimbatore, Tamil Nadu. It is approved by AICTE and is affiliated to Anna University. The college offers B.E, B.Tech at the undergraduate level and ME, MBA at the post-graduate level. It provides quality education under highly-educated faculties with excellent academic experience. The college also maintained a good placement record over the years"
610,Lakireddy Bali Reddy College of Engineering - [LBRCE],"Lakireddy Bali Reddy College of Engineering (LBRCE) was established by Sri Lakireddy Bali Reddy in 1998. It is an autonomous college approved by AICTE and affiliated to Jawaharlal Nehru Technological University (JNTUK), Kakinada. This college is located in L.B Reddy Nagar, Krishna district, Mylavaram, Andhra Pradesh. It offers 8 UG courses and 6 PG courses. This institute offers admission to students in B.Tech. programmes on the basis of state level entrance examination EAMCET and M.Tech. programmes on the basis of GATE/PGECET score. It also offers admission to MBA and MCA programmes on the basis of ICET score."
611,MEA Engineering College- [MEAEC],"MEA Engineering College was established in 2002 and is situated at Perinthalmanna, Malappuram, Kerala. It is the first NAAC accredited self-financing college in the engineering stream and has been awarded B+ Grade by the same. NBA has also accredited the college with 3 years of accreditation for CSE & MECH."
612,M. Kumarasamy College of Engineering - [MKCE],"M. Kumarasamy College of Engineering has been established in the year 2000 by M. Kumarasamy Health and Educational Trust. It is the first engineering college to be established in the district of Karur. MKCE is affiliated to Anna University, approved by AICTE, New Delhi. It is an autonomous institution which is NAAC accredited and affiliated to Anna University, Chennai. The AICTE approved College is situated in Karur, Tamil Nadu. The nearest railway station is Karur Junction which is 12 Km far from the College."
613,Mahaveer Institute of Science and Technology- [MIST],"Mahaveer Institute of Science and Technology (MIST) was established in the year of 2001. The institute holds its affiliation with Jawaharlal Nehru Technological University (JNTUH), Hyderabad. The college offers various UG, PG, and Diploma courses falling under the Engineering and Management disciplines. The institute offers various scholarships for students under many categories which adds as a plus point if you are looking for financial aids. The admissions are based strictly based on merit and entrance cut-off for both UG and PG Programs."
614,Mailam Engineering College,"Mailam Engineering College, a self-financing institution has been established in 1998 and is situated in Villupuram in Tamil Nadu state of India. It is accredited from AICTE, TCS and it is affiliated to Anna University. MEC campus is spread over 42 Acres."
615,Manakula Vinayagar Institute of Technology - [MVIT],Manakula Vinayagar Institute of Technology was established in 2008 and is affiliated to Pondicherry University. It is approved by AICTE and India Today ranks the Institute at #170 for the year 2020.
616,Marthandam College of Engineering and Technology - [MACET],"Marthandam College of engineering and technology has been established in 2006 and is in Kuttakuzhi , Tamil Nadu. MACET is approved by All India Council for Technical Education (AICTE), New Delhi and is affiliated to Anna University, Chennai and is an ISO 9001:2008 certified Institution. The goal of this college is to prepare skilled and intelligent employees for engineering industry and to make this college one of the best in engineering."
617,PA College of Engineering - [PACE],"PA College of Engineering (PACE), Mangalore is a private engineering college established in the year 2000. It is approved by AICTE & affiliated to Visvesvaraya Technological University. The college offers B.Tech the UG level and M.Tech, MBA at the PG level, and Ph.D., M.Sc. at the research level. Besides these, the college also offers a Diploma in Engineering across 5 specializations. The college has a top-class infrastructure and a good placement record."
618,Rajagiri School of Engineering & Technology - [RSET],"Rajagiri School of Engineering & Technology (RSET) is one of the leading educational institutions offering engineering education and research. It is located in the port city of Kochi, Kerala and was established in 2001. It offers B.Tech programs in 8 specializations, M.Tech programs in 5 specializations and PhD programs in 6 specializations."
619,Sahrdaya College of Engineering - [SCE] Kodakara,"Sahrdaya College of Engineering, Thrissur was established in 2002 under Irinjalakuda Diocesan Educational Trust. It is affiliated to Calicut University, Malappuram and approved by All India Council for Technical Education (AICTE), New Delhi. It is recognized by Government of Kerala and accredited by The Institution of Engineers, India. The vision of the SCET is to train the youth to be the leaders of tomorrow with apt skills, deep-rooted sense of social responsibility, strong ethical values and with a global outlook to face the challenges of changing world. The mission of the institute is to promote academic excellence, absolute discipline, and sound practical exposure."
620,Sanjivani College of Engineering,"Sanjivani College of Engineering, Ahmednagar, Maharashtra is working in the field of education to serve the society for the betterment of the nation. It aims at fostering professional technocrats who are skilled in their work and lead the nation with their aptitude. The college boasts diverse departments encompassing Civil Engineering, Electrical Engineering, Computer Engineering, Electronics and Computer Engineering, Information Technology, Mechatronics Engineering, Mechanical Engineering, Engineering Science, Structural Engineering,and an advanced MBA, M.Tech, and PhD Research Centre. Sanjivani College of Engineering, Ahmednagar received Best College Award by SPPU, Pune in 2015."
621,Saroj Mohan Institute of Technology - [SMIT],"Saroj Mohan Institute of Technology was established in the year 2003. The college is affiliated with Maulana Abul Kalam Azad University of Technology (MAKAUT). The institution is approved by AICTE, Directorate of Technical Education (DTE). College offers various Undergraduate courses in the field of Technology and regular courses in management and computer disciplines. The college conducts campus placements with companies like TCS, IBM, Verizon Mapline India, American Megatrend, Medtech. Admissions are offered on the WBJEE merit rank."
622,Seemanta Engineering College,"Seemanta Engineering College has been a pioneer of technical education for the tribal-dominated region at Mayurbhanj in Odisha. It has granted knowledge and excellence to North Orissa and the other adjoining states of West Bengal and Jharkhand. The institute got established in the year 1977 by the Seemanta Mahavidyalaya Samiti which was founded by Late Shri Paresh Chandra Basa. It is affiliated to Biju Patnaik University of Technology, Rourkela, Odisha and approved duly by AICTE, New Delhi and Government of Odisha. The institute's strong features include the beauty and bounties of nature in the foothills of the Simipal National Park with an exclusively diverse and exotic culture. The college provides for B.Tech, M.Tech and MCA courses in various disciplines along with other diploma degrees."
623,Sengunthar Engineering College,"The Sengunthar Engineering College was established in 2001 to provide quality education in the field of engineering and technology. It offers UG, PG courses like BE, ME, M.Tech., MBA, MCA. Admission is based on entrance exams like TNEA, TANCET, GATE, CET, MAT, etc. The applications are available online."
624,Shivani Engineering College - [SEC],"Shivani Engineering college Tiruchirapalli is a college under the Shivani group of institutions started in 2009. It offers B.E. course in the 5 branches namely mechanical, computer science, electrical and electronics, electronics and communication, and bio-medical. The admission is based on the TNEA entrance exam. The students seeking admissions can apply through online mode for admission in this college."
625,Sri Venkateshwara College of Engineering - [SVCE],"Sri Venkateshwara College of Engineering is a self-financed institute located in Bengaluru and was established in 2001. It is approved by AICTE and Govt. of Karnataka and affiliated to Visvesvaraya Technological University(VTU), Belgaum. The campus is attractively landscaped in an 11 acre land at Vidyanagar, Kempegowda International Airport Road, Bengaluru."
626,Swami Vivekananda Institute of Technology - [SVIT],
627,TKR College of Engineering and Technology - [TKRCET],"TKR College of Engineering And Technology, Hyderabad was established in 2002 and is affiliated to JNTU Hyderabad. The institute is AICTE approved, AICTE recognized, NBA and NAAC with ‘A’ grade accredited. TKR College of Engineering and Technology provides Diploma courses across 5 specializations, B.Tech courses across 8 specializations, MBA and M.Tech courses across 1 and 3 specializations respectively. Admissions to all courses are Entrance based."
628,Trinity College of Engineering,"Trinity College of Engineering, Kerala was established in 2011. It is approved by AICTE and affiliated under APJ Abdul Kalam Kerala Technological University. The college has been ranked as the Top College for Innovation and Entrepreneurship over the years by the Kerala Startup Mission (KSUM). Trinity College is also a mentor college for KSUM’s Startup Awareness and Leadership Training (SALT). Trinity College of Engineering offers B.Tech and B.Tech Lateral in Mechanical, Civil, EEE and ECE at Undergraduate level. Admission is based on valid scores in JEE Main/KEAM"
629,APS College of Engineering - [APS],"APS Institution of Engineering (APSCE) is a professional institution in Bengaluru founded in 1997 by Acharya Pathasala Educational Trust (APSET). APSET is an organization with 88 years of history of providing quality education through a network of degree colleges, pre-universities, and schools. APS College of Engineering, shortly known as APSCE is a co-educational private college, affiliated to the Visvesvaraya Technological University, Belgaum, and accredited to the All India Council of Technical Engineering. APS College of Engineering is located on a 25-acre sprawling lush green campus, located in Bangalore, in Somanahalli, on Kanakapura Road."
630,College of Engineering - [COER],"College of Engineering, (COER Roorkee) was established by Seth Roshan Lal Jain Trust is the year 1998. The college offers undergraduate and postgraduate courses, namely, B.Tech. in eight different specializations and M.Tech. in two different specializations. There are 810 seats and 36 seats in B.Tech. and M.Tech., respectively."
631,Park College of Engineering and Technology - [PCET],"Park College of Engineering and Technology was established in 1996. It is an AICTE accredited private college affiliated to Anna University, Chennai. It offers five main courses with different specialisations. The courses are for undergraduate and postgraduate."
632,"University Institute of Information Technology, Himachal Pradesh University - [UIIT]",University Institute of Information technology (UIIT) is a leading government institute for B.Tech in information technology programs in Northern India. The college has a close collaboration with the IT industry which helps the institute to give a competitive edge to other institutes. It offers B. TECH in five branches. The admission is done on the basis of marks obtained in the Entrance exam i. e. HPCET (Himachal Pradesh Common Entrance Test).
633,GD Goenka University - [GDGU],"GD Goenka University (GDGU) is a private university established in the year 2013 in Gurgaon, Haryana. It is recognized by UGC, BCI, PCI, COA, NCTE, and ICAR. The university is approved by the Government of Haryana and achieved a QS IGUAGE “Diamond” rating. It holds the membership of AIU, ACU and IAU. The university is spread over an area of 60 acres. GD Goenka University offers more than 100 courses in the disciplines of Engineering, Management, Science, Design and many more. It has collaborated with 30+ universities and professional institutions in the USA, Canada, Australia, the UK and others. It has ten institutes offering higher education in various fields. GD Goenka University is awarded as the “” in India by ASSOCHAM."
634,NIILM University,"NIILM University is a private university which is located in Kaithal in the state of Haryana, India. It was established by the Haryana State Legislature under Haryana Act No. 16 of 2011."
635,IEC University Baddi - [ICEU],"IEC University is a private university located at the HIMUDA education hub, near the village Kallujhanda, Solan district, Himachal Pradesh. IECU aim is to deliver multi-disciplinary world-class education through effective and efficient processes to make it accessible to all sections of the society. IEC University faculty is also well trained and experts in their respective fields."
636,ITM (SLS) Baroda University,"ITM (SLS) Baroda University, Vadodara offers undergraduate, postgraduate and diploma courses in the discipline of Engineering, Science, Business, etc. Admissions will be done on the basis of merit and cutoff criteria of the institute."
637,ISL Engineering College - [ISLEC],"ISL Engineering College, Hyderabad was established in the year 2008 and is approved by the AICTE. It is a private college and affiliated to Osmania University. It imparts quality education aiming to develop students as responsible citizens. It offers Bachelor of Technology across 6 specializations at the undergraduate level and also an MBA program at the post-graduate level. The college has excellent infrastructure and impressive placements"
638,Trident Academy of Technology,"Trident Academy of Technology (TAT), Bhubaneswar was established in 2005.TAT is place where generations of Brilliant skills are discovered. Trident Academy of Technology, a name that has become a brand in the field of technical education, is today synonymous with excellence. Starting with the Academic Session 2014-15, the engineering college Trident Academy of Technology will introduce SIX SIGMA practices in some of its methodologies"
639,Maulana Azad University,"Established in 2013 under Rajasthan State Government Act, Maulana Azad University is a leading state private university located in Jodhpur. The University has been a global knowledge center and boasts of educating more than 8000 students in multiple disciplines like Pharmacy, Technology, Management, Education, Science, Commerce, Arts etc."
640,Himalayan University - [HU],"Himalayan University Itanagar is a State Private University, founded by the Jean foundation in 2013, established under Sec 2(F) of UGC Act, 1956, by the Government of Arunachal Pradesh at the Nahalagun in Itanagar, Arunachal Pradesh. The University provides various courses in almost every theme of major disciplines such as B.Sc., M.Sc., BCA, MCA, BBA, MBA, BA, MA, B.Com, M.Com, etc."
641,People's University,"People's University is one of India's leading professional and research-driven private universities as well as one of the biggest single-campus universities situated in Bhopal, Madhya Pradesh. It has 10 constituent institutes that offer 25 courses along the Science stream, 7 courses along with Commerce stream, and 6 courses along the Arts streams. Both UG as well as PG courses like MBBS/ MD, B.Sc/ M.Sc, BDS, BBA/ MBA, B-tech/ M-tech, B.Sc Nursing/ M.Sc Nursing, BPT/ MPT, LLM & Ph.D,. etc can be obtained. Admissions to these courses are based on merit as well as entrance exams like NEET-UG & PG."
642,Amrita School of Engineering - [ASE],"Established in 2002, Amrita School of Engineering offers B.Tech., M.Tech. and Ph.D. programs in a large number of disciplines. It has been accredited with the highest rating of 'A' by NAAC and is affiliated to Amrita Vishwa Vidyapeetham. Located in Bangalore, it is one of the top ranked private universities in India and provides 95% placement to its students."
643,Ganga Group of Institutions - [GGI],"Ganga Group of Institutions was founded in 1989 under the aegis of Pawan Ganga Educational Society. GGI is approved by UGC,  AICTE, COA and NCTE. The institute is accredited with NAAC A grade and NBA. Ganga Group of Institutions offers UG and PG courses in several specializations. Courses like B.Tech, BBA, BCA, B.Arch are offered as undergraduate courses and M.Tech, MBA, MCA, M.Arch and M.Ed as post graduate courses. All the Courses offered by the university are affiliated to MDU, Rohtak."
644,RajaRajeswari College of Engineering - [RRCE],"RajaRajeswari College of Engineering, founded in 2006 and based in Bengaluru, is affiliated with Visvesvaraya Technological University (VTU) in Belgaum. The College is approved by the All India Council for Technical Education (AICTE), New Delhi, Government of Karnataka, and has an ISO 9001-2008 certification. It is managed by Moogambigai Charitable and Education Trust (MCET), Bangalore. With approved engineering branches like CSE, ECE, EEE, and ME, the institute has worldwide accreditation from HLCAT, Texas, USA, and .Rajarajeswari College of Engineering, Bengaluru, Karnataka, offers 8 UG Programs, 3 PG Programs, and 9 Research Programs in various Engineering, Management, and Computer Applications. The ./ programs last four years, and the M.E/M. Tech programs for two years, and the MCA and MBA programs for two years.  include B.Sc. (Honors), B.E. in Artificial Intelligence & Machine Learning, B.E. in Robotics & Automation, and B.E. in CSE (IoT) Cybersecurity Inc. The college accepts marks from the and exams as a basis for admission."
645,Sri Manakula Vinayagar Engineering College - [SVMEC],"Sri Manakula Vinayagar Engineering College (SMVEC), situated in the Puducherry Union Territory, is an engineering and management college offering 14 B.Tech programs, 8 postgraduate programs including MBA and MCA and 11 Research programs (PhD). All the B.Tech UG and PG programs including M.Tech, MCA & MBA are approved by AICTE New Delhi & UGC, and affiliated to Pondicherry University."
646,International Institute of Technology and Management - [IITM],"International Institute of Technology & Management (IITM) was established in the year 2010. The institute is approved by AICTE, New Delhi & HSBTE, Panchkula and affiliated to DCRUST University, Murthal. It is accredited A grade by NAAC. The sprawling campus is located 10 kms from Sonepat city. The college offers courses in the field of science, technology, engineering, management and pharmacy. The campus is spread its wings in 13 acres of land on the Delhi-Amritsar National Highway and it is just 40 kms from Delhi."
647,Shobhit University,"Shobhit University is a private university established in the year 2012 at Gangoh, Uttar Pradesh. It has been accredited by NAAC with a ‘A’ Grade. The university offers a variety of undergraduate, postgraduate and doctoral programs under various departments that include Engineering, Law, Management, Computer Applications, Pharmacy, Education & more. The degree awarded by Shobhit University are recognised by University Grants Commission (UGC) and approved by AICTE. Shobhit University has ranked in India's Top 27 Technical Universities in India Today University Ranking 2022. The institute also ranked in India's Top 5 Technical Universities (highest number of Patent published in the past three years) in India Today University Ranking 2022. Further, the Law Programmes offered by the institute are recognised by Bar Council of India."
648,Maharishi University of Information Technology - [MUIT],"Maharishi University of Information Technology (MUIT), established in 2001, is well-known for disseminating quality education to students. The university falls under flagship of Maharishi Group. The group has 200 schools spread over 17 states in 174 cities all over India. Nearly 1,00,000 students are enrolled in them. The University offers Diploma in Engineering, B.Tech, M.Tech, BBA, MBA, BCA, MCA, B.Com, M.Com, B.Sc, M.Sc & Ph.D Courses. Read: MUIT Admissions"
649,Vidya Knowledge Park - [VKP],"Established in 2006, Vidya Knowledge Park is located in Meerut, Uttar Pradesh. It is affiliated with Dr. APJ Abdul Kalam Technical University, Lucknow. and Chaudhary Charan Singh University, Meerut. The college offers a range of programs, both undergraduate as well as postgraduate courses. Vidya Knowledge Park, Meerut has 8 different schools of its own such as Vidya College of Engineering, Vidya School of Business, Vidya School of Fashion Technology, etc. Several courses are offered through these institutions. The major courses offered by the Vidya Knowledge Park, Meerut include B.Tech, MCA, MBA, and BBA with various specializations. All courses and the college itself are approved by AICTE."
650,Jaypee University Anoopshahr,"Jaypee University, located in Anoopshahr, Uttar Pradesh was founded in the year 2014. The university offers UG courses like B.Tech., B.Com., BA, BBA, B.Sc. in various specialisations. Jaypee University Anoopshahr also offers doctoral level Ph.D. courses in 4 streams."
651,St.Joseph University,"St. Joseph University was established in 2016 under govt. act. no. 6. It is a private, catholic research university run by DMI (Daughter of Mary Immaculate) sisters and MMI (Missionaries of Mary Immaculate) fathers with a genuine aim of providing education to the people of Nagaland. The university is recognised by UGC (University Grants Commission) and approved by AICTE (All India Council for Technical Education)."
652,Rishihood University,"Rishihood University, Sonipat established in the year 2020 is the first and only impact university in India. Rishihood University is approved by University Grants Commission (UGC) and focuses on creativity, entrepreneurship, and leadership in the students. The university offers B. Des., B.Sc (Hons) Psychology, Makers Undergrad BBA, and B.Tech at the UG level. Admission to all the UG programs is done based on aptitude tests and personal interviews."
653,Sarala Birla University - [SBU],"Sarala Birla University (SBU), Ranchi is a self-financed private university. It was established in the year 2017. There are several academic schools under SBU named School of Engineering & Computer Sciences, School of Humanities & Linguistics, School of Commerce & Business Management, School of Legal Studies, School of Pharmacy, and School of Yoga & Naturopathy. Presently, the university offers BTech, BPharm, B.Sc, BA, BBA, BCA, B.Com, BPA, LLB, Integrated-LLB, MBA, LLM, MCA, M.Sc, MA, M.Com, MPA, and PhD courses. Besides, it also offers a Diploma in Engineering, Pharmacy, and other specializations."
654,Radha Govind University - [RGU],"Radha Govind University is a private institution located in Ramgarh, Jharkhand. It was established in 2018 with the aim of empowering the youth of Jharkhand."
655,Kavikulguru Institute of Technology and Science - [KITS],"Kavikulguru Institute of Technology and Science (KITS), Ramtek in Nagpur has recently placed a total of 226 students with a median salary package of INR 2.8 LPA in well-reputed companies like Capgemini, TATA Consultancy Services, Infosys, Bosch, Justdial, Genpact, etc. The college offers BE, B.Arch, M.Tech and Ph.D. degrees to students with various specializations. Admission to each course is entrance-based and the cut off required for the admission is as follows:"
656,Stanley College of Engineering and Technology for Women - [SCETW],"Stanley College of Engineering and Technology for Women (SCETW), Hyderabad is an autonomous and only women engineering college in the heart of Hyderabad city. SCETW ranked 10th in Top 20 Pvt Engineering Institutes Ranking in Telangana and Ranked 8th in Top 10 Telangana Pvt Institutes- Research Capabilities by Times Engineering Institutes Ranking Survey 2023. As per Times of India Ranking Survey, Stanley College of Engineering and Technology for Women is Top Pvt Engineering Institutes in AP& Telangana."
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,"AITAM was established in the year 2001and is affiliated to JNTUK Kakinada. The Institute is accredited by NAAC and approved by UGC, AICTE, and NBA. The Institute offers UG, PG and Diploma courses in numerous specializations."
658,Anand Engineering College - [AEC],"Anand Engineering College or AEC of Agra is a private college established in 1998. AEC offers various undergraduate and postgraduate courses including BCA, B.Tech, BBA, BE, MBA, M.Tech, and many more. The college provides undergraduate degrees for 8 subjects and 2 postgraduate degrees. Check Anand Engineering College Admissions"
659,Andhra Loyola Institute of Engineering - [ALIET],
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"Baba Banda Singh Bahadur Engineering College has earned accreditation from the NBA for various programs. It offers various Undergraduate and Postgraduate courses in the field of Technology and Management. It is known for its B.Tech and MBA courses and its lucrative placements. Major IT companies TCs, Zscaler, SED, Trangile, Wipro, Reliance, Mindtree, Infosys, Nestle, IBM, HCL etc. Admissions are offered strictly based on the JEE merit list generated by the college administration for B.Tech courses. Last year's cut-off rank for general students was around 73792. The college also offers establishment and Vocational courses that teach and grant the most elevated qualities to students."
661,Bangalore College of Engineering and Technology-[BCET],"Bangalore College of Engineering and Technology(BCET) is situated in Bangalore, Karnataka. The college was established in the year 2000."
662,Bankura Unnayani Institute of Engineering - [BUIE],"Bankura Unnayani Institute of Engineering, Bankura, West Bengal was inaugurated by the chief minister of West Bengal in the year of 1998. The institute offers BCA, B.Sc, B.Voc and undergraduate and post graduate courses in the field of engineering."
663,Chadalawada Ramanamma Engineering College - [CREC],"Chadalawada Ramanamma Engineering College (CREC) is a private autonomous college of engineering founded in 2004. It is located at Tirupati, Andhra Pradesh and is affiliated to Jawaharlal Nehru Technological University, Anantapur. The college is approved by AICTE & accredited with ‘A Grade by NAAC. It offers B.Tech at the UG level and M.Tech, MBA, MCA at the PG level. The college is equipped with outstanding infrastructure and has a training & placement cell."
664,Chettinad College of Engineering and Technology - [CCET],"The Chettinad College of Engineering and Technology, also known as CCET, is a private institute in Karur, Tamil Nadu. The institute offers Bachelor of Engineering courses at the UG level, and Masters of Engineering and Masters of Business Administration at the PG level. Admissions to all courses are merit-based. The UG admissions are based on TNEA counseling, while TANCET scores are accepted for PG courses. The top recruiters of the college include Amazon, Infosys, and Wipro, among many others."
665,"College of Engineering And Management, Kolaghat","College of Engineering and Management, Kolaghat (CEMK) is a private institution located in Kolaghat, West Bengal, India. Established in 1998, by the “Vidyasagar Society for Integrated Learning (VSIL)”, Kolkata, and is affiliated with the Maulana Abul Kalam Azad University of Technology (MAKAUT), formerly known as West Bengal University of Technology. The college was developed within the integrated complex of a large Thermal Power Station, e.g. Kolaghat Thermal Power Station, under the able leadership of Prof. S. K. Sen, the founding Chairman of VSIL and the then Minister in-charge, Power, Science & Technology and Non-Conventional Energy Sources."
666,DAV Institute of Engineering and Technology - [DAVIET],"DAV Institute of Engineering and Technology, Jalandhar, popularly known as DAVIET is an engineering institute established in the year 2001. At DAVIET, the students are provided with the best professional education, right skills, high moral values, sound intellectual powers, refined analytical and decision making skills. The university is envisioned to attain the coveted status of a growth-oriented resource of national importance known for quality professional education, research, and innovation. The college is duly recognized by the UGC u/s 2(F), 2017, AICTE for its technical courses and accredited by NAAC ‘A+’ grade. Sprawling over 18 acres piece of land, the institution is affiliated to . The university offers numerous  in different fields of Engineering & Technology, Business Administration, Computer Applications, Hotel Management, and Commerce, etc."
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"Dhanalakshmi Srinivasan Engineering College was established in the year 2001 in Perambalur, Tamil Nadu. The college offers a highly sought after B.Tech course as well a number of Postgraduate Engineering courses, MBA and MCA."
